Class Nbr,Subject,Catalog,Section,Descr,Crse Topic,Name,Name,Name,Name,Name,Class Cap,Enrl Stat,Start Date,End Date,Tot Enrl,Class Stat,Days 1,Srt1 AM/PM,End 1 AMPM,Building 1,Room 1,Exam type,Facil ID 1,Room Capacity
1877,EALC,B110,001,Intro Chinese Literature,,"Clifford,Timothy Robert",,,,,0,Open,9/5/17,12/22/17,15,A,MW, 1:10 PM, 2:30 PM,TAY,C,PAPER,TAYC,20
1879,ENVS,B101,001,Intro Environmental Studies,,"Barber,Donald","Hager,Carol",,,,40,Open,9/5/17,12/22/17,31,A,MW, 2:40 PM, 4:00 PM,DAL,119,SELF,DAL119,42
1880,SPAN,B120,001,Intro al analisis literario,,"Sacerio-Gari,Enrique",,,,,18,Closed,9/5/17,12/22/17,18,A,TTH, 2:25 PM, 3:45 PM,CH,116,PAPER,CH116,25
1881,HIST,B102,001,Intro to African Civilizations,,"Ngalamulume,Kalala",,,,,0,Open,9/5/17,12/22/17,29,A,MW, 1:10 PM, 2:30 PM,TAY,D,TAKEHOME,TAYD,35
1882,CITY,B226,001,Intro to Archit & Urban Design,,"Voith,Daniela Holt","Olshin,Samuel",,,,15,Closed,9/5/17,12/22/17,14,A,T, 7:10 PM, 9:00 PM,RO,155,NORESPON,ROSTUD,15
1883,COML,B200,001,Intro to Comparative Lit,,"Roses,Shiamin Kwa",,,,,0,Open,9/5/17,12/22/17,14,A,TTH, 9:55 AM,11:15 AM,CH,118,PAPER,CH118,12
1884,POLS,B131,001,Intro to Comparative Politics,,"Fenner,Sofia Alia",,,,,35,Closed,9/5/17,12/22/17,36,A,TTH,11:25 AM,12:45 PM,TAY,G,PAPER,TAYG,45
1885,ARTD,B137,001,Intro to Dance Tech I: Ballet,,"D'Angelo,Denise S","Cantor,Madeline R.",,,,12,Open,9/5/17,12/22/17,13,A,MW,12:10 PM, 1:00 PM,PE,STUD,NOEXAM,PEMSTD,50
1886,ARTD,B136,001,Intro to Dance Tech I: Modern,,"Cantor,Madeline R.",,,,,12,Open,9/5/17,12/22/17,15,A,MW,11:10 AM,12:00 PM,PE,STUD,NOEXAM,PEMSTD,50
1887,ARTD,B139,001,Intro to Dance Tech II: Ballet,,"D'Angelo,Denise S","Cantor,Madeline R.",,,,7,Open,9/5/17,12/22/17,1,A,MW,12:10 PM, 1:00 PM,PE,STUD,NOEXAM,PEMSTD,50
1889,CMSC,B206,001,Intro to Data Structures,,"Kumar,Deepak",,,,,24,Open,9/5/17,12/22/17,18,A,TTH, 9:55 AM,11:15 AM,PK,336,NOEXAM,PK336,30
1890,ENGL,B205,001,Intro to Film,,"Bryant,Sara Louise",,,,,30,Open,9/5/17,12/22/17,27,A,TTH, 2:25 PM, 3:45 PM,CARP,25,PAPER,CARP25,30
1891,GERM,B201,001,Intro to German Studies,,"Shen,Qinna",,,,,0,Open,9/5/17,12/22/17,8,A,MW, 1:10 PM, 2:30 PM,CH,102,SELF,CH102,14
1892,POLS,B141,001,Intro to International Politic,,"Allen,Michael H.",,,,,25,Closed,9/5/17,12/22/17,35,A,TTH, 2:25 PM, 3:45 PM,DAL,300,TAKEHOME,DAL300,72
1893,LING,B101,001,Intro to Linguistics,,"Lillehaugen,Brook Danielle",,,,,35,Closed,9/5/17,12/22/17,40,A,TTH, 2:25 PM, 3:45 PM,PK,243,NOEXAM,PK243,75
1894,FREN,B101,001,Intro à l'analyse litt/cult I,,"Le Mentheour,Rudy",,,,,0,Open,9/5/17,12/22/17,5,A,MWF,11:10 AM,12:00 PM,TAY,F,SELF,TAYF,50
1895,FREN,B101,002,Intro à l'analyse litt/cult I,,"Armstrong,Grace Morgan",,,,,0,Open,9/5/17,12/22/17,11,A,MWF,12:10 PM, 1:00 PM,CH,116,SELF,CH116,25
1896,ANTH,B101,001,Intro Anthropology: Bio & Arch,,"Seselj,Maja","VanSickle,Caroline Marie",,,,68,Open,9/5/17,12/22/17,64,A,TTH, 9:55 AM,11:15 AM,DAL,300,SELF,DAL300,72
1902,ECON,B105,001,Introduction to Economics,,"Ceglowski,Janet",,,,,30,Open,9/5/17,12/22/17,21,A,MW, 1:10 PM, 2:30 PM,CARP,21,SELF,CARP21,73
1903,ECON,B105,002,Introduction to Economics,,"Sfekas,Andrew Edward",,,,,30,Open,9/5/17,12/22/17,20,A,TTH, 9:55 AM,11:15 AM,TAY,E,SELF,TAYE,35
1904,ECON,B105,003,Introduction to Economics,,"Sfekas,Andrew Edward",,,,,30,Open,9/5/17,12/22/17,20,A,TTH,12:55 PM, 2:15 PM,DAL,300,SELF,DAL300,72
1905,HLTH,B115,001,Introduction to Health Studies,,"White,Susan A.","Montgomery,Anne M.",,,,30,Closed,9/5/17,12/22/17,33,A,TTH, 9:55 AM,11:15 AM,TAY,G,NOEXAM,TAYG,45
1906,BIOL,B202,001,Introduction to Neuroscience,,"Greif,Karen F.",,,,,34,Open,9/5/17,12/22/17,14,A,TTH, 8:25 AM, 9:45 AM,PK,227,SELF,PK227,15
1907,HIST,B234,001,Introduction: Middle East,,"Ashraf,Assef",,,,,24,Open,9/5/17,12/22/17,18,A,TTH, 9:55 AM,11:15 AM,TAY,B,SELF,TAYB,21
1917,PSYC,B105,001,Introductory Psychology,,"Rescorla,Leslie",,,,,80,Open,9/5/17,12/22/17,73,A,TTH, 9:55 AM,11:15 AM,CARP,21,SELF,CARP21,73
1918,ENGL,B308,001,Islam and Europe,,"Gordon,Colby William",,,,,18,Open,9/5/17,12/22/17,16,A,TTH, 9:55 AM,11:15 AM,EH,I,NOEXAM,EHI,25
1920,SOCL,B303,001,Junior Conference:,,"Montes,Veronica",,,,,0,Open,9/5/17,12/22/17,16,A,T, 9:10 AM,12:00 PM,CARP,17,PAPER,CARP17,15
1921,PSYC,B282,001,Laboratory in Cognitive Psyc,,"Thapar,Anjali",,,,,15,Open,9/5/17,12/22/17,9,A,T, 2:25 PM, 3:45 PM,BYC,131,NORESPON,BYC131,9
1922,PSYC,B285,001,Laboratory in Cultural Psyc,,"Park,Heejung",,,,,15,Closed,9/5/17,12/22/17,15,A,W,10:10 AM,11:30 AM,BYC,131,PAPER,BYC131,9
1924,FREN,B204,001,Le Siècle des lumières,La Liberté ou la mort,"Le Mentheour,Rudy",,,,,0,Open,9/5/17,12/22/17,13,A,MW, 1:10 PM, 2:30 PM,DAL,10,PAPER,DAL10,16
1926,SPAN,B318,001,Lit Adaptions: Spanish Cinema,,"Song,H. Rosi",,,,,0,Open,9/5/17,12/22/17,7,A,T, 1:10 PM, 4:00 PM,DAL,212A,PAPER,DAL212A,18
1927,SPAN,B370,001,Literatura y delincuencia,,"Quintero,Maria C.",,,,,0,Open,9/5/17,12/22/17,5,A,MW,10:10 AM,11:30 AM,DAL,006,PAPER,DAL6,16
1928,GEOL,B302,001,Low Temperature Geochemistry,,"Marenco,Pedro Jose",,,,,14,Open,9/5/17,12/22/17,13,A,TTH, 2:25 PM, 3:45 PM,PK,200,TAKEHOME,PK200,20
1929,PHYS,B306,001,Mathematical Meths in Phys Sci,,"Schaffner,David A",,,,,0,Open,9/5/17,12/22/17,15,A,MWF,12:10 PM, 1:00 PM,PK,337,SELF,PK337,20
1930,HIST,B231,001,"Medicine, Magic & Miracles",,"Truitt,Elly Rachel",,,,,0,Open,9/5/17,12/22/17,54,A,TTH, 8:25 AM, 9:45 AM,DAL,300,TAKEHOME,DAL300,72
1931,ENGL,B250,001,Methods of Literary Study,,"Taylor,Jamie K.",,,,,15,Closed,9/5/17,12/22/17,17,A,MW,10:10 AM,11:30 AM,EH,I,PAPER,EHI,25
1932,SOCL,B235,001,Mexican-American Communities,,"Montes,Veronica",,,,,25,Open,9/5/17,12/22/17,23,A,TTH, 2:25 PM, 3:45 PM,TAY,E,TAKEHOME,TAYE,35
1933,PHIL,B271,001,Minds and Machines,,"Prettyman,Adrienne",,,,,22,Closed,9/5/17,12/22/17,22,A,TTH,12:55 PM, 2:15 PM,TAY,F,PAPER,TAYF,50
1934,ENGL,B302,001,Moby Dick,,"Schneider,Bethany",,,,,18,Open,9/5/17,12/22/17,13,A,MW,10:10 AM,11:30 AM,EH,II,NORESPON,EHII,18
1935,PHYS,B121,001,Modern Physics,,"Daniel,Kathryne Jeannine",,,,,40,Open,9/5/17,12/22/17,28,A,MWF,11:10 AM,12:00 PM,PK,243,NOEXAM,PK243,75
1936,PHYS,B121,00J,Modern Physics,,"Bahreyni,Newshaw","Cheng,Xuemei","Matlin,Mark",,,20,Open,9/5/17,12/22/17,14,A,TH, 1:10 PM, 4:00 PM,PK,150,,PK150,30
1937,PHYS,B121,00K,Modern Physics,,"Bahreyni,Newshaw","Cheng,Xuemei","Matlin,Mark",,,20,Open,9/5/17,12/22/17,12,A,F, 1:10 PM, 4:00 PM,PK,150,,PK150,30
1938,ARTD,B330,001,Modern: Advanced Technique,,"Malcolm-Naib,Rebecca Lynne",,,,,20,Open,9/5/17,12/22/17,8,A,TTH, 4:10 PM, 5:30 PM,PE,STUD,NOEXAM,PEMSTD,50
1939,ARTD,B230,001,Modern: Intermediate Technique,,"Stortz,Michelle Winifred",,,,,20,Open,9/5/17,12/22/17,8,A,TTH, 5:40 PM, 7:00 PM,PE,STUD,NOEXAM,PEMSTD,50
1940,ENGL,B290,001,Modernisms,,"Tratner,Michael",,,,,30,Open,9/5/17,12/22/17,26,A,MW,11:40 AM, 1:00 PM,CH,111,PAPER,CH111,30
1941,SOCL,B350,001,Movements for Social Justice,,"Karen,David",,,,,15,Open,9/5/17,12/22/17,15,A,M, 7:10 PM,10:00 PM,DAL,1,TAKEHOME,DAL1,18
1943,PSYC,B375,001,Movies and Madness,,"Rescorla,Leslie",,,,,16,Open,9/5/17,12/22/17,14,A,W, 1:10 PM, 4:00 PM,BYC,239,NOEXAM,BYC239,12
1944,MATH,B201,001,Multivariable Calculus,,"Donnay,Victor J.",,,,,35,Closed,9/5/17,12/22/17,43,A,MWF,11:10 AM,12:00 PM,PK,338,SELF,PK338,50
1945,MATH,B201,002,Multivariable Calculus,,"Kasius,Peter G.",,,,,35,Closed,9/5/17,12/22/17,42,A,MWF,12:10 PM, 1:00 PM,PK,338,SELF,PK338,50
1946,HART,B281,001,Museum Studies,,"Feliz,Matthew C.",,,,,50,Open,9/5/17,12/22/17,28,A,F, 1:00 PM, 4:00 PM,CARP,25,NORESPON,CARP25,30
1947,MATH,B390,001,Number Theory,,"Milicevic,Djordje",,,,,25,Open,9/5/17,12/22/17,20,A,MW, 1:10 PM, 2:30 PM,PK,349,TAKEHOME,PK349,42
1958,GEOL,B203,001,Biosphere Through Time,,"Marenco,Pedro Jose","Marenco,Katherine Nicholson",,,,20,Open,9/5/17,12/22/17,13,A,TTH, 9:55 AM,11:15 AM,PK,200,PROJECT,PK200,20
1959,ARTT,B253,001,Performance Ensemble,,"Kim,Seonjae","Lord,Mark Evans",,,,16,Open,9/5/17,12/22/17,4,A,, 0:00 AM, 0:00 AM,GO,COM,NORESPON,GOCOM,35
1960,POLS,B245,001,Philosophy of Law,,"Elkins,Jeremy",,,,,25,Open,9/5/17,12/22/17,22,A,TTH, 9:55 AM,11:15 AM,BYC,127,PAPER,BYC127,30
1961,PHIL,B310,001,Philosophy of Science,,"Rice,Collin Christopher",,,,,25,Open,9/5/17,12/22/17,14,A,MW,10:10 AM,11:30 AM,CH,116,TAKEHOME,CH116,25
1962,CHEM,B221,001,Physical Chemistry I,,"Francl-Donnay,Michelle Miller",,,,,20,Open,9/5/17,12/22/17,15,A,MW, 1:10 PM, 2:30 PM,PK,264,TAKEHOME,PK264,15
1963,HIST,B212,001,"Pirates, Trvlers, & Ntrl Hist",,"Gallup-Diaz,Ignacio",,,,,35,Closed,9/5/17,12/22/17,35,A,MW,10:10 AM,11:30 AM,TAY,G,PROJECT,TAYG,45
1964,GREK,B201,001,Plato and Thucydides,,"Edmonds,Radcliffe",,,,,0,Open,9/5/17,12/22/17,9,A,MWF,12:10 PM, 1:00 PM,CARP,15,SELF,CARP15,18
1965,ARTW,B262,001,Playwriting I,,"Feldman,Lauren M",,,,,15,Closed,9/5/17,12/22/17,16,A,T, 1:10 PM, 4:00 PM,DAL,10,,DAL10,16
1966,ARTT,B430,001,Practicum in Stage Management,,"McDaniel,Justin",,,,,4,Open,9/5/17,12/22/17,0,A,, 0:00 AM, 0:00 AM,PK,227,,,0
1967,MATH,B104,001,Probability and Statistics,,"Sudparid,Daisy",,,,,40,Open,9/5/17,12/22/17,38,A,MW, 2:40 PM, 4:00 PM,PK,338,SELF,PK338,50
1968,MATH,B301,001,Real Analysis I,,"Milicevic,Djordje",,,,,22,Closed,9/5/17,12/22/17,22,A,MW,10:10 AM,11:30 AM,PK,336,TAKEHOME,PK336,30
1969,MATH,B301,002,Real Analysis I,,"Donnay,Victor J.",,,,,22,Closed,9/5/17,12/22/17,23,A,MW, 2:40 PM, 4:00 PM,PK,336,TAKEHOME,PK336,30
1970,ECON,B395,001,Res Sem: Economic Development,,"Rock,Michael T.",,,,,15,Open,9/5/17,12/22/17,7,A,W,12:10 PM, 2:00 PM,DAL,1,,DAL1,18
1971,SOCL,B265,001,Quantitative Methods,,"Wright,Nathan Daniel",,,,,25,Open,9/5/17,12/22/17,22,A,MW, 1:10 PM, 2:30 PM,DAL,119,PAPER,DAL119,42
1972,CHEM,B251,001,Research Methodology,,"Goldsmith,Jonas I.","Kung,Yan",,,,20,Open,9/5/17,12/22/17,19,A,T, 1:10 PM, 2:30 PM,PK,264,NOEXAM,PK264,15
1973,PSYC,B205,001,Research Methods & Statistics,,"Thapar,Anjali",,,,,36,Open,9/5/17,12/22/17,35,A,TTH,11:25 AM,12:45 PM,CARP,21,NORESPON,CARP21,73
1974,MATH,B395,001,Research Seminar,,"Cheng,Leslie C.",,,,,5,Closed,9/5/17,12/22/17,6,A,, 0:00 AM, 0:00 AM,,,,,0
1976,MATH,B395,003,Research Seminar,,"Graham,Erica Janine",,,,,5,Closed,9/5/17,12/22/17,5,A,, 0:00 AM, 0:00 AM,,,,,0
1987,ENGL,B106,001,Romance to Bromance,,"Taylor,Jamie K.",,,,,18,Closed,9/5/17,12/22/17,20,A,MW, 1:10 PM, 2:30 PM,EH,I,PAPER,EHI,25
1989,RUSS,B254,001,Russian Culture & Civilization,,"Walsh,Irina K.",,,,,20,Open,9/5/17,12/22/17,3,A,MW, 2:40 PM, 4:00 PM,RC,CON,PAPER,RCCON,12
1990,RUSS,B342,001,Russian Culture Today,,"Walsh,Irina K.",,,,,0,Open,9/5/17,12/22/17,5,A,TTH,12:55 PM, 2:15 PM,CARP,13,PAPER,CARP13,15
1991,RUSS,B390,001,Russian: Pre-Professional I,,"Rojavin,Marina",,,,,10,Open,9/5/17,12/22/17,8,A,MWF,10:10 AM,11:00 AM,RC,SEM,TAKEHOME,RCSEM,12
1992,PHIL,B102,001,Science&Morality in Modernity,,"Rice,Collin Christopher",,,,,35,Open,9/5/17,12/22/17,27,A,MW, 2:40 PM, 4:00 PM,TAY,G,SELF,TAYG,45
1993,PHIL,B238,001,"Science, Tech & the Good Life",,"Dostal,Robert J.",,,,,0,Open,9/5/17,12/22/17,19,A,TTH, 2:25 PM, 3:45 PM,TAY,F,NOEXAM,TAYF,50
1995,BIOL,B398,001,Sen.Sem: Science and Society,,"Mozdzer,Thomas",,,,,12,Open,9/5/17,12/22/17,6,A,M, 1:10 PM, 4:00 PM,PK,010,,PK10,18
1996,GEOL,B399,001,Senior Capstone Seminar,,"Weil,Arlo Brandon","Barber,Donald","Marenco,Katherine Nicholson","Marenco,Pedro Jose",,20,Open,9/5/17,12/22/17,8,A,F, 2:10 PM, 4:00 PM,PK,200,TAKEHOME,PK200,20
1997,ANTH,B398,001,Senior Conference,,"Pashigian,Melissa J.","Seselj,Maja",,,,0,Open,9/5/17,12/22/17,11,A,M,12:10 PM, 2:00 PM,DAL,1,NOEXAM,DAL1,18
1998,EALC,B398,001,Senior Conference,,"Roses,Shiamin Kwa",,,,,0,Open,9/5/17,12/22/17,5,A,F, 8:00 AM,10:00 AM,CH,223,,CH223,12
1999,FREN,B398,001,Senior Conference,,"Mahuzier,Brigitte",,,,,0,Open,9/5/17,12/22/17,10,A,TH, 1:10 PM, 4:00 PM,TAY,SEM,,TAYSEM,12
2000,MATH,B398,001,Senior Conference,,"Graham,Erica Janine",,,,,12,Open,9/5/17,12/22/17,15,A,TTH,12:55 PM, 2:15 PM,PK,328,PAPER,PK328,12
2001,SOCL,B398,001,Senior Conference,,"Washington,Robert",,,,,15,Open,9/5/17,12/22/17,13,A,T, 7:10 PM,10:00 PM,DAL,1,,DAL1,18
2002,HART,B398,001,Senior Conference I,,"Saltzman,Lisa R.","Houghteling,Sylvia Waisbren",,,,0,Open,9/5/17,12/22/17,20,A,T, 2:10 PM, 4:00 PM,TAY,C,NOEXAM,TAYC,20
2003,ARTD,B390,001,Senior Project/Thesis,,"Cantor,Madeline R.",,,,,2,Open,9/5/17,12/22/17,1,A,, 0:00 AM, 0:00 AM,PE,STUD,PROJECT,PEMSTD,50
2004,ARCH,B398,001,Senior Seminar,,"Lindenlauf,Astrid",,,,,0,Open,9/5/17,12/22/17,6,A,T,12:10 PM, 2:00 PM,CARP,17,TAKEHOME,CARP17,15
2005,CHEM,B398,001,Senior Seminar,,"Burgmayer,Sharon J.N.",,,,,0,Open,9/5/17,12/22/17,2,A,, 0:00 AM, 0:00 AM,STO,119,NOEXAM,,0
2006,CHEM,B398,002,Senior Seminar,,"Francl-Donnay,Michelle Miller",,,,,0,Open,9/5/17,12/22/17,2,A,, 0:00 AM, 0:00 AM,PK,264,,,0
2007,CHEM,B398,003,Senior Seminar,,"Goldsmith,Jonas I.",,,,,0,Open,9/5/17,12/22/17,1,A,, 0:00 AM, 0:00 AM,PK,264,,,0
2008,CHEM,B398,004,Senior Seminar,,"Kung,Yan",,,,,0,Open,9/5/17,12/22/17,2,A,, 0:00 AM, 0:00 AM,PK,264,,,0
2009,CHEM,B398,005,Senior Seminar,,"Malachowski,William P",,,,,0,Open,9/5/17,12/22/17,5,A,, 0:00 AM, 0:00 AM,PK,264,,,0
2011,CHEM,B398,007,Senior Seminar,,"White,Susan A.",,,,,0,Open,9/5/17,12/22/17,1,A,, 0:00 AM, 0:00 AM,PK,264,,,0
2012,CITY,B398,001,Senior Seminar,,"McDonogh,Gary Wray","Raddatz,Liv","Cohen,Jeffrey A.",,,0,Open,9/5/17,12/22/17,29,A,T, 2:10 PM, 4:00 PM,CH,104,PAPER,CH104,30
2013,CSTS,B398,001,Senior Seminar,,"Conybeare,Catherine",,,,,0,Open,9/5/17,12/22/17,9,A,T, 7:10 PM,10:00 PM,TAY,SEM,,TAYSEM,12
2014,ENGL,B398,001,Senior Seminar,,"Schneider,Bethany","Hemmeter,Gail C.",,,,0,Open,9/5/17,12/22/17,14,A,M, 2:40 PM, 4:00 PM,CARP,25,,CARP25,30
2015,INST,B398,001,Senior Seminar,,"Allen,Michael H.",,,,,0,Open,9/5/17,12/22/17,13,A,M,12:10 PM, 2:00 PM,CARP,17,PAPER,CARP17,15
2016,ITAL,B398,001,Senior Seminar,,"Ricci,Roberta",,,,,0,Open,9/5/17,12/22/17,1,A,, 0:00 AM, 0:00 AM,,,,,0
2017,PHIL,B398,001,Senior Seminar,,"Prettyman,Adrienne",,,,,10,Open,9/5/17,12/22/17,5,A,T, 4:00 PM, 6:00 PM,CH,118,PAPER,CH118,12
2018,PHYS,B398,001,Senior Seminar,,"Cheng,Xuemei",,,,,0,Open,9/5/17,12/22/17,16,A,F, 2:40 PM, 4:00 PM,PK,336,PAPER,PK336,30
2019,SPAN,B398,001,Senior Seminar,,"Gaspar,Martin L.",,,,,0,Open,9/5/17,12/22/17,4,A,M, 7:10 PM,10:00 PM,CH,223,,CH223,12
2020,BIOL,B393,001,Senior Seminar: Genetics,,"Shapiro,Joshua",,,,,12,Open,9/5/17,12/22/17,7,A,M, 1:10 PM, 4:00 PM,PK,227,PAPER,PK227,15
2021,HIST,B398,001,Appr to Historical Praxis,,"Kurimay,Andrea Anita",,,,,10,Open,9/5/17,12/22/17,8,A,TH, 9:10 AM,12:00 PM,CH,223,PROJECT,CH223,12
2022,PSYC,B398,001,Senior Thesis,,"Park,Heejung",,,,,0,Open,9/5/17,12/22/17,3,A,, 0:00 AM, 0:00 AM,,,,,0
2023,PSYC,B398,002,Senior Thesis,,"Albert,William Dustin",,,,,0,Open,9/5/17,12/22/17,3,A,, 0:00 AM, 0:00 AM,,,,,0
2024,PSYC,B398,003,Senior Thesis,,"Thapar,Anjali",,,,,0,Open,9/5/17,12/22/17,1,A,, 0:00 AM, 0:00 AM,,,,,0
2025,PSYC,B398,004,Senior Thesis,,"Schulz,Marc S.",,,,,0,Open,9/5/17,12/22/17,2,A,, 0:00 AM, 0:00 AM,,,,,0
2026,ARTT,B354,001,Shakespeare on the Stage,,"Slusar,Catharine Kevin",,,,,10,Open,9/5/17,12/22/17,4,A,M, 1:10 PM, 4:00 PM,GO,COM,PROJECT,GOCOM,35
2027,ARTW,B260,001,Short Fiction I,,"Torday,Daniel P.",,,,,15,Open,9/5/17,12/22/17,13,A,TTH,12:55 PM, 2:15 PM,DAL,1,,DAL1,18
2028,SOCL,B205,001,Social Inequality,,"Pinto-Coelho,Joanna Marie",,,,,25,Open,9/5/17,12/22/17,24,A,TTH, 2:25 PM, 3:45 PM,TAY,D,TAKEHOME,TAYD,35
2029,SOCL,B302,001,Social Theory,,"Washington,Robert",,,,,20,Closed,9/5/17,12/22/17,25,A,MW, 2:40 PM, 4:00 PM,DAL,1,SELF,DAL1,18
2030,SOCL,B102,001,"Society, Culture, & Individual",,"Pinto-Coelho,Joanna Marie",,,,,35,Closed,9/5/17,12/22/17,44,A,TTH,12:55 PM, 2:15 PM,TAY,D,TAKEHOME,TAYD,35
2031,SOCL,B258,001,Sociology of Education,,"Karen,David",,,,,25,Open,9/5/17,12/22/17,13,A,TTH, 8:25 AM, 9:45 AM,DAL,2,TAKEHOME,DAL2,24
2032,SOCL,B262,001,Public Opinion,,"Wright,Nathan Daniel",,,,,32,Open,9/5/17,12/22/17,30,A,MW,10:10 AM,11:30 AM,EH,LEC,PAPER,EHLEC,40
2033,EDUC,B210,001,Special Education,,"Flaks,Debbie",,,,,22,Closed,9/5/17,12/22/17,23,A,M, 1:10 PM, 4:00 PM,BYC,127,PROJECT,BYC127,30
2035,PSYC,B401,001,Sup Rsrch: Neuroscience,,"Albert,William Dustin",,,,,0,Open,9/5/17,12/22/17,0,A,, 0:00 AM, 0:00 AM,BYC,239,,,0
2036,PSYC,B401,002,Sup Rsrch: Neuroscience,,"Thapar,Anjali",,,,,0,Open,9/5/17,12/22/17,0,A,, 0:00 AM, 0:00 AM,BYC,239,,,0
2037,BIOL,B403,001,Supervised Laboratory Research,,"Brodfuehrer,Peter D.",,,,,4,Open,9/5/17,12/22/17,3,A,, 0:00 AM, 0:00 AM,HLS,110,,,0
2038,BIOL,B403,002,Supervised Laboratory Research,,"Chander,Monica",,,,,4,Open,9/5/17,12/22/17,5,A,, 0:00 AM, 0:00 AM,HLS,110,,,0
2039,BIOL,B403,003,Supervised Laboratory Research,,"Davis,Gregory Keith",,,,,4,Open,9/5/17,12/22/17,2,A,, 0:00 AM, 0:00 AM,HLS,110,,,0
2040,BIOL,B403,004,Supervised Laboratory Research,,"Davis,Tamara L.",,,,,4,Open,9/5/17,12/22/17,3,A,, 0:00 AM, 0:00 AM,HLS,110,,,0
2041,BIOL,B403,005,Supervised Laboratory Research,,"Greif,Karen F.",,,,,4,Open,9/5/17,12/22/17,6,A,, 0:00 AM, 0:00 AM,HLS,110,,,0
2042,BIOL,B403,006,Supervised Laboratory Research,,"Mozdzer,Thomas",,,,,4,Open,9/5/17,12/22/17,2,A,, 0:00 AM, 0:00 AM,HLS,110,,,0
2043,BIOL,B403,007,Supervised Laboratory Research,,"Shapiro,Joshua",,,,,4,Open,9/5/17,12/22/17,3,A,, 0:00 AM, 0:00 AM,HLS,110,,,0
2044,CHEM,B403,001,Supervised Research,,"Burgmayer,Sharon J.N.",,,,,0,Open,9/5/17,12/22/17,2,A,, 0:00 AM, 0:00 AM,WDS,,,,0
2045,CHEM,B403,002,Supervised Research,,"Francl-Donnay,Michelle Miller",,,,,0,Open,9/5/17,12/22/17,0,A,, 0:00 AM, 0:00 AM,WDS,,,,0
2046,CHEM,B403,003,Supervised Research,,"Goldsmith,Jonas I.",,,,,0,Open,9/5/17,12/22/17,0,A,, 0:00 AM, 0:00 AM,WDS,,,,0
